0.625,1
1.0,1
1.0,1
1.0,1
1.0,1
0.96875,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
0.0833333358168602,1
0.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
0.53125,1
1.0,1
0.6666666865348816,1
0.8461538553237915,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.8888888955116272,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.0,1
0.8333333134651184,1
0.875,1
1.0,1
0.6666666865348816,1
0.96875,1
1.0,1
1.0,1
0.6666666865348816,1
0.9090909361839294,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
0.6666666865348816,1
0.6875,1
1.0,1
1.0,1
1.0,1
1.0,1
0.8947368264198303,1
0.5,1
1.0,1
0.25,1
1.0,1
1.0,1
0.3333333432674408,1
0.8333333134651184,1
0.25,1
1.0,1
1.0,1
0.7692307829856873,1
1.0,1
0.9090909361839294,1
0.75,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.8125,1
1.0,1
1.0,1
1.0,1
0.8571428656578064,1
0.800000011920929,1
1.0,1
1.0,1
1.0,1
0.96875,1
0.6666666865348816,1
1.0,1
0.90625,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
0.16129031777381897,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
0.6666666865348816,1
0.9166666865348816,1
1.0,1
1.0,1
1.0,1
0.0,1
0.6000000238418579,1
1.0,1
0.25,1
1.0,1
1.0,1
0.90625,1
1.0,1
0.9166666865348816,1
1.0,1
0.90625,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9375,1
1.0,1
1.0,1
1.0,1
0.875,1
0.5,1
1.0,1
0.7142857313156128,1
1.0,1
1.0,1
1.0,1
0.9375,1
0.6666666865348816,1
1.0,1
0.75,1
1.0,1
1.0,1
1.0,1
0.7857142686843872,1
1.0,1
0.40625,1
1.0,1
0.9375,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
0.27272728085517883,1
0.0,1
0.875,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.96875,1
0.9090909361839294,1
1.0,1
0.8095238208770752,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.65625,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
0.8999999761581421,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
0.8999999761581421,1
0.8571428656578064,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9375,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.3125,1
1.0,1
1.0,1
1.0,1
0.75,1
1.0,1
1.0,1
1.0,1
0.0,1
0.9375,1
1.0,1
1.0,1
0.8947368264198303,1
1.0,1
0.8181818127632141,1
1.0,1
0.8571428656578064,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
0.8888888955116272,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.09375,1
1.0,1
1.0,1
0.6666666865348816,1
0.1875,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9090909361839294,1
1.0,1
1.0,1
1.0,1
0.625,1
0.6666666865348816,1
0.8888888955116272,1
0.8333333134651184,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
0.3333333432674408,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9090909361839294,1
1.0,1
0.96875,1
1.0,1
0.9200000166893005,1
0.6666666865348816,1
0.9629629850387573,1
1.0,1
1.0,1
1.0,1
1.0,1
0.59375,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
0.699999988079071,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
0.5,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
0.3333333432674408,1
1.0,1
1.0,1
0.9333333373069763,1
1.0,1
1.0,1
0.800000011920929,1
0.9629629850387573,1
0.761904776096344,1
1.0,1
0.8125,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.5,1
1.0,1
1.0,1
1.0,1
1.0,1
0.8500000238418579,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
0.9259259104728699,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
1.0,1
0.25,1
1.0,1
1.0,1
0.65625,1
0.84375,1
1.0,1
0.0,1
0.5769230723381042,1
0.5,1
0.800000011920929,1
0.6666666865348816,1
0.8571428656578064,1
1.0,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
0.42105263471603394,1
0.8333333134651184,1
0.7272727489471436,1
0.6666666865348816,1
0.6666666865348816,1
0.0,1
0.96875,1
1.0,1
0.8333333134651184,1
1.0,1
0.6000000238418579,1
1.0,1
0.800000011920929,1
1.0,1
0.9090909361839294,1
1.0,1
1.0,1
1.0,1
0.9629629850387573,1
1.0,1
1.0,1
0.0,1
1.0,1
0.6666666865348816,1
0.03125,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
0.53125,1
1.0,1
1.0,1
0.9047619104385376,1
0.8125,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
0.800000011920929,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.7333333492279053,1
1.0,1
1.0,1
1.0,1
1.0,1
0.75,1
0.9090909361839294,1
0.5555555820465088,1
0.19354838132858276,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.90625,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
0.125,1
1.0,1
1.0,1
0.96875,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.65625,1
0.875,1
1.0,1
0.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9090909361839294,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.6666666865348816,1
0.8571428656578064,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.800000011920929,1
1.0,1
1.0,1
1.0,1
1.0,1
0.75,1
0.6666666865348816,1
1.0,1
1.0,1
1.0,1
1.0,1
0.8125,1
0.96875,1
1.0,1
1.0,1
1.0,1
